cliente_id,tipo_cliente,estado,superficie_m2,ocupantes,costo_energia_mxn,costo_por_m2,costo_por_ocupante,eficiencia_relativa
CLIENTE_0137,Residencial,Guanajuato,17,2,324.63,19.095882352941175,162.315,0.8004147374434848
CLIENTE_0138,Comercial,Coahuila,45,2,212.08,4.712888888888889,106.04,0.10286227951301347
CLIENTE_0139,Residencial,Jalisco,45,3,342.68,7.615111111111111,114.22666666666667,0.24361547179049733
CLIENTE_0140,Comercial,Veracruz,45,4,506.96,11.265777777777778,126.74,0.42066703708410425
CLIENTE_0141,Comercial,Aguascalientes,17,2,238.26,14.01529411764706,119.13,0.5540142353421955
CLIENTE_0142,Residencial,Chihuahua,45,4,507.03,11.267333333333333,126.7575,0.4207424790707767
CLIENTE_0143,Residencial,Aguascalientes,77,2,235.22,3.0548051948051946,117.61,0.022447840116010878
CLIENTE_0144,Residencial,Jalisco,24,1,285.11,11.879583333333334,285.11,0.45043563671805875
CLIENTE_0145,Residencial,Michoacán,45,1,355.53,7.900666666666666,355.53,0.25746446505822834
CLIENTE_0146,Residencial,Chiapas,45,1,289.64,6.436444444444444,289.64,0.18645200074610416
CLIENTE_0147,Residencial,Aguascalientes,45,3,228.53,5.078444444444444,76.17666666666666,0.12059114638104261
CLIENTE_0148,Residencial,Quintana Roo,45,1,340.75,7.572222222222222,340.75,0.2415354284436708
CLIENTE_0149,Residencial,Guanajuato,52,2,235.94,4.537307692307692,117.97,0.09434686889646159
CLIENTE_0150,Residencial,Sonora,24,2,343.6,14.316666666666668,171.8,0.5686303278021423
CLIENTE_0151,Comercial,Puebla,52,4,494.49,9.509423076923078,123.6225,0.33548660912653233
CLIENTE_0152,Residencial,Morelos,24,2,288.04,12.001666666666667,144.02,0.45635648549351376
CLIENTE_0153,Residencial,San Luis Potosí,24,2,365.64,15.235,182.82,0.6131680435055651
CLIENTE_0154,Residencial,Jalisco,17,2,337.78,19.86941176470588,168.89,0.8379296917404856
CLIENTE_0155,Comercial,Aguascalientes,45,3,205.92,4.576,68.64,0.09622338468583655
CLIENTE_0156,Residencial,Tlaxcala,45,2,257.3,5.717777777777778,128.65,0.1515978029034256
CLIENTE_0157,Comercial,Hidalgo,24,3,369.44,15.393333333333333,123.14666666666666,0.6208469600061552
CLIENTE_0158,Comercial,Jalisco,24,2,203.07,8.46125,101.535,0.2846518710053178
CLIENTE_0159,Residencial,Jalisco,77,4,508.25,6.60064935064935,127.0625,0.19441567925390238
CLIENTE_0160,Comercial,Tlaxcala,52,3,341.51,6.5675,113.83666666666666,0.19280798812325933
CLIENTE_0161,Residencial,Michoacán,45,3,320.83,7.129555555555555,106.94333333333333,0.2200667945220209
CLIENTE_0162,Residencial,Chihuahua,45,2,347.89,7.730888888888889,173.945,0.2492305110842622
CLIENTE_0163,Residencial,Ciudad de México,45,2,341.09,7.579777777777777,170.545,0.24190186095036562
CLIENTE_0164,Residencial,Guanajuato,24,2,334.55,13.939583333333333,167.275,0.5503423819257368
CLIENTE_0165,Residencial,Tamaulipas,77,2,359.82,4.672987012987013,179.91,0.10092710157658769
CLIENTE_0166,Comercial,Oaxaca,17,1,325.51,19.14764705882353,325.51,0.8029252438907367
CLIENTE_0167,Residencial,Ciudad de México,45,1,278.01,6.178,278.01,0.17391785353180758
CLIENTE_0168,Residencial,Coahuila,24,3,291.57,12.14875,97.19,0.46348979476906194
CLIENTE_0169,Residencial,Ciudad de México,45,3,339.34,7.5408888888888885,113.11333333333333,0.24001581128355406
CLIENTE_0170,Residencial,Aguascalientes,45,4,577.18,12.82622222222222,144.295,0.49634612714325366
CLIENTE_0171,Comercial,Guanajuato,45,4,451.36,10.030222222222223,112.84,0.3607445448128324
CLIENTE_0172,Residencial,Guanajuato,17,1,266.27,15.662941176470587,266.27,0.6339225144189248
CLIENTE_0173,Residencial,Coahuila,45,4,588.51,13.078,147.1275,0.5085569515575254
CLIENTE_0174,Residencial,Tamaulipas,24,3,312.4,13.016666666666666,104.13333333333333,0.5055823817972969
CLIENTE_0175,Residencial,Guanajuato,24,2,234.42,9.7675,117.21,0.3480029321351865
CLIENTE_0176,Residencial,Tabasco,17,3,329.0,19.352941176470587,109.66666666666667,0.8128816842326783
CLIENTE_0177,Comercial,Chiapas,45,3,392.84,8.729777777777777,130.94666666666666,0.29767504395465194
CLIENTE_0178,Residencial,Tamaulipas,45,3,360.16,8.003555555555556,120.05333333333334,0.26245441360527855
CLIENTE_0179,Comercial,Colima,45,1,345.0,7.666666666666667,345.0,0.24611583477735618
CLIENTE_0180,Residencial,Guerrero,45,1,240.08,5.335111111111112,240.08,0.1330390741819993
CLIENTE_0181,Residencial,Morelos,45,3,370.46,8.232444444444443,123.48666666666666,0.27355516307279826
CLIENTE_0182,Residencial,Quintana Roo,45,2,302.1,6.713333333333334,151.05,0.19988067437380289
CLIENTE_0183,Comercial,Sonora,24,3,373.05,15.543750000000001,124.35000000000001,0.628141930681716
CLIENTE_0184,Comercial,Zacatecas,24,1,263.87,10.994583333333333,263.87,0.4075145350147601
CLIENTE_0185,Residencial,Michoacán,45,2,211.62,4.7026666666666666,105.81,0.10236651788630868
CLIENTE_0186,Comercial,Zacatecas,45,3,292.37,6.497111111111111,97.45666666666666,0.1893942382263303
CLIENTE_0187,Comercial,Aguascalientes,52,1,252.17,4.849423076923077,252.17,0.10948397190916336
CLIENTE_0188,Residencial,Hidalgo,52,2,339.07,6.520576923076923,169.535,0.19053229303077673
CLIENTE_0189,Residencial,Oaxaca,24,3,386.27,16.094583333333333,128.75666666666666,0.6548564770337689
CLIENTE_0190,Residencial,Puebla,17,1,334.32,19.665882352941175,334.32,0.8280588368456093
CLIENTE_0191,Residencial,Puebla,45,2,372.55,8.27888888888889,186.275,0.2758076452463048
CLIENTE_0192,Comercial,Jalisco,24,3,287.89,11.995416666666666,95.96333333333332,0.45605337036849036
CLIENTE_0193,Comercial,Michoacán,17,2,350.06,20.591764705882355,175.03,0.8729626680725899
CLIENTE_0194,Residencial,Oaxaca,52,2,364.0,7.0,182.0,0.21378355477487138
CLIENTE_0195,Residencial,Morelos,24,2,338.2,14.091666666666667,169.1,0.5577181833013036
CLIENTE_0196,Residencial,Aguascalientes,77,1,298.57,3.8775324675324674,298.57,0.06234881293725919
CLIENTE_0197,Comercial,Guanajuato,45,3,321.63,7.147333333333333,107.21,0.2209289886554205
CLIENTE_0198,Comercial,Tamaulipas,45,4,540.55,12.01222222222222,135.1375,0.45686841326021965
CLIENTE_0199,Comercial,Puebla,24,2,248.9,10.370833333333334,124.45,0.37726364553743524
CLIENTE_0200,Comercial,Ciudad de México,24,2,357.47,14.894583333333335,178.735,0.5966583730292964
CLIENTE_0201,Residencial,Ciudad de México,45,2,384.94,8.554222222222222,192.47,0.289160876887331
CLIENTE_0202,Residencial,Oaxaca,24,1,290.28,12.094999999999999,290.28,0.46088300469386156
CLIENTE_0203,Residencial,Guanajuato,24,2,336.3,14.012500000000001,168.15,0.5538787250510087
CLIENTE_0204,Comercial,Jalisco,24,1,343.33,14.305416666666666,343.33,0.5680847205771004
CLIENTE_0205,Residencial,Oaxaca,24,1,328.74,13.6975,328.74,0.5386017227498345
CLIENTE_0206,Residencial,Tlaxcala,24,2,306.24,12.76,153.12,0.4931344539963402
CLIENTE_0207,Residencial,Yucatán,45,2,371.53,8.256222222222222,185.765,0.27470834772622027
CLIENTE_0208,Comercial,Aguascalientes,24,1,287.09,11.962083333333332,287.09,0.45443675636836617
CLIENTE_0209,Residencial,Quintana Roo,17,1,211.43,12.437058823529412,211.43,0.47747231718337185
CLIENTE_0210,Residencial,Tlaxcala,45,2,364.31,8.095777777777778,182.155,0.266927045672289
CLIENTE_0211,Residencial,Zacatecas,77,1,331.02,4.298961038961039,331.02,0.08278743279597282
CLIENTE_0212,Comercial,Puebla,24,1,365.22,15.217500000000001,365.22,0.6123193211554999
CLIENTE_0213,Comercial,Morelos,17,2,226.52,13.324705882352943,113.26,0.5205217970572686
CLIENTE_0214,Residencial,Guanajuato,45,2,205.5,4.566666666666666,102.75,0.09577073276580177
CLIENTE_0215,Comercial,Morelos,77,3,381.82,4.958701298701299,127.27333333333333,0.11478379300622403
CLIENTE_0216,Residencial,Aguascalientes,45,4,425.45,9.454444444444444,106.3625,0.33282023231735297
CLIENTE_0217,Residencial,Colima,45,2,357.5,7.944444444444445,178.75,0.25958761811172487
CLIENTE_0218,Comercial,Guanajuato,24,2,360.13,15.005416666666667,180.065,0.6020336145797094
CLIENTE_0219,Residencial,Hidalgo,45,2,337.78,7.506222222222221,168.89,0.23833453272342478
CLIENTE_0220,Comercial,Coahuila,17,3,225.11,13.241764705882353,75.03666666666668,0.5164992810451947
CLIENTE_0221,Comercial,Puebla,45,1,329.73,7.327333333333334,329.73,0.22965870425609144
CLIENTE_0222,Residencial,Jalisco,45,4,579.84,12.885333333333334,144.96,0.4992129226368074
CLIENTE_0223,Residencial,Ciudad de México,77,2,282.53,3.6692207792207787,141.265,0.05224602518583339
CLIENTE_0224,Residencial,Hidalgo,24,2,280.17,11.67375,140.085,0.4404530452672915
CLIENTE_0225,Residencial,Tlaxcala,17,3,285.91,16.81823529411765,95.30333333333334,0.6899524537644075
CLIENTE_0226,Residencial,Coahuila,45,3,215.54,4.789777777777777,71.84666666666666,0.10659126913996668
CLIENTE_0227,Comercial,Colima,45,3,373.58,8.301777777777778,124.52666666666666,0.2769177201930567
CLIENTE_0228,Residencial,Campeche,45,1,369.09,8.202,369.09,0.2720786556193515
CLIENTE_0229,Comercial,Ciudad de México,24,3,394.21,16.425416666666667,131.40333333333334,0.670901370985002
CLIENTE_0230,Residencial,Jalisco,24,1,313.69,13.070416666666667,313.69,0.5081891718724972
CLIENTE_0231,Comercial,Jalisco,45,4,551.11,12.24688888888889,137.7775,0.46824937582109444
CLIENTE_0232,Residencial,Colima,24,2,239.06,9.960833333333333,119.53,0.35737929333590707
CLIENTE_0233,Residencial,Michoacán,52,2,329.76,6.341538461538462,164.88,0.1818492105262633
CLIENTE_0234,Residencial,Jalisco,45,2,326.27,7.250444444444444,163.135,0.22592971462913816
CLIENTE_0235,Residencial,Guanajuato,45,4,582.39,12.942,145.5975,0.5019611664370186
CLIENTE_0236,Comercial,Chihuahua,45,3,361.61,8.035777777777778,120.53666666666668,0.2640171404720653
CLIENTE_0237,Residencial,Guanajuato,45,2,382.62,8.502666666666666,191.31,0.28666051390047215
CLIENTE_0238,Residencial,Aguascalientes,24,3,369.02,15.375833333333333,123.00666666666666,0.61999823765609
CLIENTE_0239,Residencial,Coahuila,52,1,369.02,7.0965384615384615,369.02,0.21846551762907737
CLIENTE_0240,Residencial,Puebla,24,2,211.93,8.830416666666666,105.965,0.30255587105669374
CLIENTE_0241,Comercial,Zacatecas,45,1,364.57,8.101555555555555,364.57,0.2672072587656438
CLIENTE_0242,Comercial,Guanajuato,24,3,318.02,13.250833333333333,106.00666666666666,0.5169390951481696
CLIENTE_0243,Comercial,Michoacán,45,4,473.9,10.53111111111111,118.475,0.38503686452136593
CLIENTE_0244,Residencial,Zacatecas,24,3,210.52,8.771666666666667,70.17333333333333,0.2997065888814748
CLIENTE_0245,Residencial,Guanajuato,24,2,331.74,13.8225,165.87,0.5446640252503003
CLIENTE_0246,Comercial,Jalisco,77,2,263.53,3.422467532467532,131.765,0.04027888258751109
CLIENTE_0247,Residencial,Colima,24,3,290.78,12.115833333333333,96.92666666666666,0.46189338844393923
CLIENTE_0248,Comercial,Chiapas,45,2,332.54,7.389777777777779,166.27,0.23268716114965757
CLIENTE_0249,Comercial,Jalisco,77,2,377.42,4.901558441558442,188.71,0.11201245472029676
CLIENTE_0250,Comercial,Jalisco,17,1,360.58,21.210588235294118,360.58,0.9029746315101904
CLIENTE_0251,Residencial,Morelos,45,4,488.53,10.856222222222222,122.1325,0.40080423973591106
CLIENTE_0252,Residencial,Oaxaca,24,3,275.16,11.465000000000002,91.72000000000001,0.43032900009151354
CLIENTE_0253,Comercial,Jalisco,17,1,246.28,14.487058823529411,246.28,0.5768940781910126
CLIENTE_0254,Residencial,Chihuahua,45,2,272.16,6.048000000000001,136.08,0.16761305893132308
CLIENTE_0255,Residencial,Quintana Roo,77,1,221.16,2.872207792207792,221.16,0.013592154593252382
CLIENTE_0256,Residencial,Colima,17,3,389.01,22.882941176470588,129.67,0.9840811068458354
CLIENTE_0257,Comercial,Coahuila,45,4,514.22,11.427111111111111,128.555,0.4284914488447056
CLIENTE_0258,Comercial,Colima,45,4,421.31,9.362444444444444,105.3275,0.32835837767701004
CLIENTE_0259,Residencial,Guanajuato,52,1,268.36,5.160769230769231,268.36,0.12458376844493925
CLIENTE_0260,Residencial,Campeche,17,1,306.24,18.014117647058825,306.24,0.7479508583923942
CLIENTE_0261,Residencial,Ciudad de México,45,4,505.67,11.237111111111112,126.4175,0.4192767490439974
CLIENTE_0262,Comercial,Quintana Roo,45,2,206.42,4.587111111111111,103.21,0.09676225601921129
CLIENTE_0263,Residencial,Colima,45,3,385.05,8.556666666666667,128.35,0.28927942858067346
CLIENTE_0264,Residencial,Nuevo León,77,2,253.23,3.2887012987012985,126.615,0.03379143159999954
CLIENTE_0265,Comercial,Zacatecas,52,2,202.65,3.8971153846153848,101.325,0.06329855347484468
CLIENTE_0266,Comercial,Michoacán,17,3,214.43,12.613529411764706,71.47666666666667,0.4860308618899119
CLIENTE_0267,Comercial,Hidalgo,45,1,312.7,6.948888888888889,312.7,0.21130474664134752
CLIENTE_0268,Comercial,Michoacán,24,2,226.4,9.433333333333334,113.2,0.33179637678394097
CLIENTE_0269,Residencial,Campeche,24,1,207.63,8.65125,207.63,0.29386657080602596
CLIENTE_0270,Residencial,Morelos,45,3,273.56,6.079111111111112,91.18666666666667,0.16912189866477237
